cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.46789543873441664,198.34930867269048,21081.356768289832,NA,31.883804321289062,SCE2,eCDF-Copula
GBMT,3,0.2791913182069954,151.0900955992237,19590.1669348627,NA,128.90117478370667,SCE2,eCDF-Copula
GBMT,4,0.2947033380658368,121.49177088733715,18893.397432077847,NA,127.85848546028137,SCE2,eCDF-Copula
GBMT,5,0.23156002866132477,100.40183406570803,18161.667232899785,NA,175.0491087436676,SCE2,eCDF-Copula
KML3D,2,0.18347261189673675,251.30885318964263,NA,NA,0.15840816497802734,SCE2,eCDF-Copula
KML3D,3,0.2927222813265062,201.19708122775208,NA,NA,0.1905670166015625,SCE2,eCDF-Copula
KML3D,4,0.2256590929447944,158.04521569527384,NA,NA,0.24418044090270996,SCE2,eCDF-Copula
KML3D,5,0.2178681809049371,131.72540585703618,NA,NA,0.27986621856689453,SCE2,eCDF-Copula
flexmix,2,0.4408314580981111,205.66136970007358,23541.3466383467,NA,0.13751006126403809,SCE2,eCDF-Copula
flexmix,3,0.28077135029170186,176.55034058807476,21369.587229009852,NA,0.20963430404663086,SCE2,eCDF-Copula
flexmix,4,0.2174156890396082,129.84539306318774,20273.307105886317,NA,0.7913198471069336,SCE2,eCDF-Copula
flexmix,5,0.1852705028591088,118.33835915320014,19854.304316500245,NA,0.5946049690246582,SCE2,eCDF-Copula
LCMM,2,0,NA,24614.299394975373,NA,9.500454425811768,SCE2,eCDF-Copula
LCMM,3,0.04746513119141485,204.81894573595596,24544.62936884391,NA,24.11189866065979,SCE2,eCDF-Copula
LCMM,4,0.05424185003345272,207.76590538928926,24556.61232088631,NA,54.469923973083496,SCE2,eCDF-Copula
LCMM,5,0.0772862683379236,223.24171835100546,24568.595227027996,NA,451.90317153930664,SCE2,eCDF-Copula
