cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.4342059344716267,173.7491314267688,22253.600190728874,NA,37.48204398155213,SCE2,CC
GBMT,3,0.26007392533575036,137.63069121932895,20535.867023313436,NA,90.41748642921448,SCE2,CC
GBMT,4,0.3385061274746417,108.5921396964608,19784.268399164743,NA,261.5653176307678,SCE2,CC
GBMT,5,0.2769040650251039,88.81597065343715,19361.99309892853,NA,338.31308364868164,SCE2,CC
KML3D,2,0.17924808066163633,226.92888414516375,NA,NA,0.24064946174621585,SCE2,CC
KML3D,3,0.14954229664591326,177.34518861454146,NA,NA,0.20840764045715332,SCE2,CC
KML3D,4,0.14538618039134915,142.01724144454894,NA,NA,0.2608199119567871,SCE2,CC
KML3D,5,0.12953886380919047,118.63842148008015,NA,NA,0.29969334602355957,SCE2,CC
flexmix,2,0.3406561665366058,194.52491377661607,24196.449882377416,NA,0.15706849098205566,SCE2,CC
flexmix,3,0.23741712485163455,143.74713390511067,22027.877473419383,NA,0.3347806930541992,SCE2,CC
flexmix,4,0.20121695021356337,114.69529143238256,21372.516943569073,NA,1.368471622467041,SCE2,CC
flexmix,5,0.2562102182464301,104.79973151942914,21143.68959240012,NA,0.2781825065612793,SCE2,CC
LCMM,2,0.07181339357428201,200.74675244439337,25853.117762489073,NA,14.547217845916748,SCE2,CC
LCMM,3,0.09491158942782266,211.6927990081157,25865.100691580003,NA,26.748966455459595,SCE2,CC
LCMM,4,0.12122809329292392,218.42178153194175,25877.0836206778,NA,117.8780152797699,SCE2,CC
LCMM,5,0.12831016120093497,219.87401262287284,25889.0665497687,NA,764.5968956947327,SCE2,CC
GBMT,2,0.8645622202138717,94.4187956450652,243339.35979989855,NA,28.588414192199707,SCE3,CC
GBMT,3,0.7090028682411614,70.5555201153567,236293.9359299334,NA,79.93633985519409,SCE3,CC
GBMT,4,0.4682822912711655,53.81344667961413,228323.3433103618,NA,115.24028539657591,SCE3,CC
GBMT,5,0.573874562351807,38.195001695247896,232756.0552060437,NA,118.69840836524963,SCE3,CC
KML3D,2,0.23381403686450408,90.80044114684593,NA,NA,0.4107933044433594,SCE3,CC
KML3D,3,0.4259676675461831,73.15569871064504,NA,NA,0.5139968395233154,SCE3,CC
