cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.671595450005967,263.8487442060793,16570.732504454983,NA,97.58590984344482,SCE2,LME-F
GBMT,3,0.4669327283535491,334.0443636322626,13245.179644066517,NA,134.78018808364868,SCE2,LME-F
GBMT,4,0.41639977276204865,263.3355756805435,10121.70145081196,NA,178.66841673851013,SCE2,LME-F
GBMT,5,0.3342743189313993,315.1392811255407,8202.218059547577,NA,251.96672201156616,SCE2,LME-F
KML3D,2,0.37068427620632277,546.6344165532879,NA,NA,0.22818684577941895,SCE2,LME-F
KML3D,3,0.23336920722839194,516.29032892206,NA,NA,0.2765841484069824,SCE2,LME-F
KML3D,4,0.2558169406755892,489.51874780180714,NA,NA,0.3510713577270508,SCE2,LME-F
KML3D,5,0.3155763808810833,442.6339079819413,NA,NA,0.42316579818725586,SCE2,LME-F
flexmix,2,0.421058304590077,383.72362961427785,19772.95229321211,NA,0.7726287841796875,SCE2,LME-F
flexmix,3,0.3413471950394377,408.2527419905383,14705.12247569776,NA,0.22417688369750977,SCE2,LME-F
flexmix,4,0.3269039206373451,439.5390091389574,12007.30529803683,NA,0.6219487190246582,SCE2,LME-F
flexmix,5,0.3295623064581091,438.7161940964912,12007.300568130833,NA,0.2928733825683594,SCE2,LME-F
LCMM,2,0.14689557894385413,425.95704698382497,13697.713068037587,NA,13.983107089996338,SCE2,LME-F
LCMM,3,0.2056254374483465,464.9264774143786,13709.695997136185,NA,41.90995454788208,SCE2,LME-F
LCMM,4,0.24361274537590585,482.0172864899252,13721.678926226536,NA,58.48604440689087,SCE2,LME-F
LCMM,5,0.42502325577305056,446.4426305222893,13671.379191080909,NA,146.5055854320526,SCE2,LME-F
