cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.4678989147452376,224.66292779064105,20660.709364921833,NA,25.524571180343628,SCE2,MICE-CS
GBMT,3,0.28132503191984976,192.26433251187962,19251.98997743928,NA,109.82577323913574,SCE2,MICE-CS
GBMT,4,0.25019530688697084,141.49576867894322,18476.00763929569,NA,144.56767344474792,SCE2,MICE-CS
GBMT,5,0.24308741759412722,113.15961053274053,18021.485357618036,NA,287.6243257522583,SCE2,MICE-CS
KML3D,2,0.248497937607122,297.78352063462984,NA,NA,0.15793824195861816,SCE2,MICE-CS
KML3D,3,0.30436112777783747,219.20652040415857,NA,NA,0.19182324409484863,SCE2,MICE-CS
KML3D,4,0.2355668834493625,168.73562355989444,NA,NA,0.2505197525024414,SCE2,MICE-CS
KML3D,5,0.20567909730884484,137.79761213529292,NA,NA,0.2958183288574219,SCE2,MICE-CS
flexmix,2,0.4475292078088491,237.89236905402353,22933.25682859415,NA,0.13396382331848145,SCE2,MICE-CS
flexmix,3,0.2719997395009419,196.98703208126835,20912.365294355197,NA,0.39013171195983887,SCE2,MICE-CS
flexmix,4,0.21907870162504386,146.81120667472092,19907.688477923766,NA,0.6567716598510742,SCE2,MICE-CS
flexmix,5,0.1915405241586984,126.59671657634814,19435.678338465375,NA,0.8074131011962891,SCE2,MICE-CS
LCMM,2,0.13559342454722914,270.4753349374894,24402.580166876898,NA,35.72624921798706,SCE2,MICE-CS
LCMM,3,0.14689557894385413,275.03953312261285,24414.563095970778,NA,23.424248695373535,SCE2,MICE-CS
LCMM,4,0.17498071871008164,285.47268490895334,24426.54602506555,NA,46.38840174674988,SCE2,MICE-CS
LCMM,5,0.27887766130884745,207.49953577042146,24388.400332765163,NA,114.45387840270996,SCE2,MICE-CS
