cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.8645622202138717,138.00126174018752,233437.32397833152,NA,21.269857168197632,SCE3,MICE-CS
GBMT,3,0.4870945920503585,101.66647206591678,225631.19659463532,NA,60.1570839881897,SCE3,MICE-CS
GBMT,4,0.401625327268359,67.18132503116921,222675.60867405758,NA,97.12626576423645,SCE3,MICE-CS
GBMT,5,0.40512937329587856,50.74315534575266,218384.08669037864,NA,114.49468350410461,SCE3,MICE-CS
KML3D,2,0.13559342454722914,118.55302391724932,NA,NA,0.4061930179595947,SCE3,MICE-CS
KML3D,3,0.2902134118691558,100.06242808101646,NA,NA,0.5222654342651367,SCE3,MICE-CS
KML3D,4,0.3483526378125203,77.28234775980276,NA,NA,0.586841344833374,SCE3,MICE-CS
KML3D,5,0.29734557229232134,65.11857260419391,NA,NA,0.7254505157470703,SCE3,MICE-CS
flexmix,2,0.5614061535423307,127.31754130865004,243705.5931487017,NA,0.3526308536529541,SCE3,MICE-CS
flexmix,3,0.414773548463388,96.28128738765513,233359.25983184227,NA,1.3654594421386719,SCE3,MICE-CS
flexmix,4,0.385228350246035,83.29317064345447,228133.38883769407,NA,0.9601335525512695,SCE3,MICE-CS
flexmix,5,0.3456195129941344,69.89112617286358,226278.26856631247,NA,1.4104561805725098,SCE3,MICE-CS
