cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.32902849982963855,164.02788710269905,22592.551531529985,NA,68.801842212677,SCE2,CC
GBMT,3,0.21499505863474738,119.97978921213253,21109.254878101903,NA,124.05360674858093,SCE2,CC
GBMT,4,0.2838226702596304,101.45196830778825,20334.479433306547,NA,137.677321434021,SCE2,CC
GBMT,5,0.26295485113419603,91.38381418893027,19898.884707459038,NA,199.0916109085083,SCE2,CC
KML3D,2,0.10437297402402566,204.02596199711624,NA,NA,0.27323007583618164,SCE2,CC
KML3D,3,0.10288556574920855,175.0957320789447,NA,NA,0.23503375053405762,SCE2,CC
KML3D,4,0.09805502299197696,133.60065038066148,NA,NA,0.29116368293762207,SCE2,CC
KML3D,5,0.08178427117333109,112.48334295456156,NA,NA,0.3434302806854248,SCE2,CC
flexmix,2,0.31759376690483626,165.30680180868038,24561.943160711024,NA,0.1736288070678711,SCE2,CC
flexmix,3,0.18131572600467918,136.8696888382876,22586.70128855977,NA,0.19846439361572266,SCE2,CC
flexmix,4,0.16041168808931355,117.64454350953893,21789.971661193955,NA,0.44554781913757324,SCE2,CC
flexmix,5,0.17911015372894495,94.54876708353059,21401.794251587777,NA,1.2449662685394287,SCE2,CC
LCMM,2,0.031604896651987895,187.34775543348226,26004.44307825691,NA,17.076440811157227,SCE2,CC
LCMM,3,0.03526849332043349,190.70971094257828,26016.426007348324,NA,33.278326749801636,SCE2,CC
LCMM,4,0.04114069861797979,194.9531477531842,26028.408936442684,NA,72.5694625377655,SCE2,CC
LCMM,5,0.04530673582090141,196.33677876532366,26040.391865536865,NA,877.3686158657074,SCE2,CC
