cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.3008325118251951,188.95459144886894,22281.138173830965,NA,32.210649728775024,SCE2,CC
GBMT,3,0.2566340489098508,126.43790040742896,20758.205030236444,NA,109.96364140510559,SCE2,CC
GBMT,4,0.33583801298056126,97.17734718180215,19986.77889682876,NA,242.26889443397522,SCE2,CC
GBMT,5,0.24035044291321553,88.89999566723657,19513.146046966987,NA,170.351633310318,SCE2,CC
KML3D,2,0.15458254619771372,216.23837650121624,NA,NA,0.27047014236450195,SCE2,CC
KML3D,3,0.1412411098593005,169.36475231625656,NA,NA,0.23267793655395508,SCE2,CC
KML3D,4,0.12853665558173819,133.14554823666276,NA,NA,0.2961246967315674,SCE2,CC
KML3D,5,0.10737311947710336,111.64524978805503,NA,NA,0.3510134220123291,SCE2,CC
flexmix,2,0.28992286543455015,192.6123602197667,24216.00983305036,NA,0.1660001277923584,SCE2,CC
flexmix,3,0.2031291574315965,142.56154796668858,22362.557108793146,NA,0.25420665740966797,SCE2,CC
flexmix,4,0.15013561516195809,114.32001710399538,21516.468930319006,NA,0.5263321399688721,SCE2,CC
flexmix,5,0.19149884619659385,94.30008007892333,21205.778469893234,NA,1.2143313884735107,SCE2,CC
LCMM,2,0.04967378061687687,180.61379319423773,25972.258228940802,NA,18.786968231201172,SCE2,CC
LCMM,3,0.061470911086717844,190.56933648164883,25984.241158033063,NA,27.634832620620728,SCE2,CC
LCMM,4,0.16290270286869069,155.01444026132975,25952.48620033656,NA,95.93242454528809,SCE2,CC
LCMM,5,0.08009812019724162,202.80209111867217,26008.20701622155,NA,350.63482642173767,SCE2,CC
