cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.8739089903323498,129.31326020965165,238084.19141602344,NA,33.70648384094238,SCE3,eCDF-Copula
GBMT,3,0.5543722143285544,98.64848003868623,228373.370516767,NA,77.7216477394104,SCE3,eCDF-Copula
GBMT,4,0.41106216707394444,72.43432472552006,224724.60441531416,NA,111.60113453865051,SCE3,eCDF-Copula
GBMT,5,0.3602127410522338,48.91057820828698,220560.37133233037,NA,163.51948833465576,SCE3,eCDF-Copula
KML3D,2,0.2637451554411903,104.82895850611332,NA,NA,0.43893885612487793,SCE3,eCDF-Copula
KML3D,3,0.19187132365659776,78.27502151287484,NA,NA,0.5123071670532227,SCE3,eCDF-Copula
KML3D,4,0.3417832530368509,75.33125129311479,NA,NA,0.6101467609405518,SCE3,eCDF-Copula
KML3D,5,0.18369420718033705,65.22536727027575,NA,NA,0.6946020126342773,SCE3,eCDF-Copula
flexmix,2,0.58418287787796,140.03180587316967,248770.1050114633,NA,0.4632899761199951,SCE3,eCDF-Copula
flexmix,3,0.4143752291070841,98.32918324017932,236723.99347004166,NA,1.3066442012786865,SCE3,eCDF-Copula
flexmix,4,0.29508088883734857,72.29923536771857,234804.32189570845,NA,1.458937168121338,SCE3,eCDF-Copula
flexmix,5,0.26988562773779284,66.86703385668845,230721.6590579247,NA,2.6982200145721436,SCE3,eCDF-Copula
