cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.5244935867140016,165.62185737904542,22234.95536821586,NA,34.591049671173096,SCE2,CC
GBMT,3,0.3580368688645238,107.14880601298084,20924.00435945774,NA,244.76176500320437,SCE2,CC
GBMT,4,0.34666941372866883,103.75044553593654,20229.808370945782,NA,298.5489594936371,SCE2,CC
GBMT,5,0.298940566817511,91.40832479103412,19720.675017807403,NA,269.1073257923126,SCE2,CC
KML3D,2,0.1750041235182637,222.52107143753784,NA,NA,0.29972410202026367,SCE2,CC
KML3D,3,0.1669383992113776,165.66059807304967,NA,NA,0.255748987197876,SCE2,CC
KML3D,4,0.12053288314674092,130.849562585518,NA,NA,0.3261866569519043,SCE2,CC
KML3D,5,0.10253730324775444,107.21190000256746,NA,NA,0.37752723693847656,SCE2,CC
flexmix,2,0.44086180285783216,169.91796317141197,24251.7089828914,NA,0.2079019546508789,SCE2,CC
flexmix,3,0.239462510077936,133.83553343400368,22522.62746216962,NA,0.6919019222259521,SCE2,CC
flexmix,4,0.2182303320926156,114.5597075848288,21485.097797019735,NA,0.6932260990142822,SCE2,CC
flexmix,5,0.21596268583627667,92.96349254081916,21119.811892404297,NA,1.495905876159668,SCE2,CC
LCMM,2,0.06915236724222759,201.32285248267823,26074.43922572682,NA,19.13096261024475,SCE2,CC
LCMM,3,0.0918483290473916,211.1743160734548,26086.422154821525,NA,27.471782207489017,SCE2,CC
LCMM,4,0.10118897040222612,213.39816404933623,26098.405083915302,NA,101.22011804580688,SCE2,CC
LCMM,5,0.09802513606916576,212.77254093299945,26110.388013009844,NA,206.78766059875488,SCE2,CC
GBMT,2,0.9800500050125616,86.90501251940498,246416.74757169897,NA,29.01351523399353,SCE3,CC
GBMT,3,0.7418680465191089,63.19664269297667,240152.7280879037,NA,80.1064465045929,SCE3,CC
GBMT,4,0.6596411315365077,49.92861196659586,236533.79045424116,NA,82.31039333343506,SCE3,CC
GBMT,5,0.42602841912998946,37.353360276279,230244.86596394583,NA,126.4988179206848,SCE3,CC
KML3D,2,0.2742164068422267,56.931457303789365,NA,NA,0.6086721420288086,SCE3,CC
KML3D,3,0.19563658833648065,72.19257451053528,NA,NA,0.543870210647583,SCE3,CC
KML3D,4,0.3225325552764196,51.84848568169004,NA,NA,0.7870781421661377,SCE3,CC
KML3D,5,0.18318885950343383,42.86759777844729,NA,NA,0.862940788269043,SCE3,CC
flexmix,2,0.7048614879940182,86.91203246085885,264650.2625435098,NA,0.5692083835601807,SCE3,CC
flexmix,3,0.6778802771379775,52.98049079379678,253139.18425324495,NA,1.874206781387329,SCE3,CC
flexmix,4,0.4848987601945295,57.10007820580949,247238.62640518916,NA,1.7629327774047852,SCE3,CC
flexmix,5,0.4838937082668434,57.52721151704546,247236.4453136676,NA,1.059253215789795,SCE3,CC
GBMT,2,0.4748026704561442,184.59659585219077,22718.677976263345,NA,26.3918719291687,SCE2,MICE-L
GBMT,3,0.335133601994871,121.21427878126136,21398.595307722255,NA,114.31455492973328,SCE2,MICE-L
GBMT,4,0.29141909617159445,110.84663355697042,20725.50364030948,NA,171.51611042022705,SCE2,MICE-L
GBMT,5,0.28007377321090465,91.99358194185248,20371.027506614413,NA,223.42621970176697,SCE2,MICE-L
KML3D,2,0.23865000033899153,231.06423038869903,NA,NA,0.1646740436553955,SCE2,MICE-L
KML3D,3,0.2555471021143371,165.05444283933102,NA,NA,0.24009370803833008,SCE2,MICE-L
KML3D,4,0.2139491170592754,128.394370569935,NA,NA,0.263293981552124,SCE2,MICE-L
KML3D,5,0.1948966306588372,104.43500193213482,NA,NA,0.31449103355407715,SCE2,MICE-L
flexmix,2,0.4542901650220737,196.57639027053483,24355.621603335912,NA,0.12575268745422363,SCE2,MICE-L
flexmix,3,0.2388167110596148,142.940329986744,22634.33285509453,NA,0.40262818336486816,SCE2,MICE-L
flexmix,4,0.23877396482658964,114.45669840691988,21791.988737325788,NA,0.9094350337982178,SCE2,MICE-L
flexmix,5,0.1969180894381176,98.3235320510233,21526.948019682583,NA,1.037447214126587,SCE2,MICE-L
LCMM,2,0.09799435006093844,203.44124846444885,25580.267444030153,NA,18.17769742012024,SCE2,MICE-L
LCMM,3,0.12471585791003569,216.2836964026125,25592.250373124476,NA,35.32591009140015,SCE2,MICE-L
LCMM,4,0.1392837171258544,220.12378842173695,25604.233302218705,NA,85.15251755714417,SCE2,MICE-L
LCMM,5,0.11773371816557832,212.52892256731965,25616.21767411012,NA,68.0212926864624,SCE2,MICE-L
GBMT,2,0.8005260777253583,136.57560219841622,234116.2368014654,NA,25.069798946380615,SCE3,MICE-L
GBMT,3,0.497673797604928,95.18394229592823,226288.42508093215,NA,71.95016360282898,SCE3,MICE-L
GBMT,4,0.40241962944668536,60.167968584676395,223159.94493597405,NA,115.4949882030487,SCE3,MICE-L
GBMT,5,0.3914828777783717,50.02994221870877,220991.72020958833,NA,192.3585240840912,SCE3,MICE-L
KML3D,2,0.12474397835779824,99.91140078855324,NA,NA,0.48049139976501465,SCE3,MICE-L
KML3D,3,0.3318061481749625,95.41694637862162,NA,NA,0.555426836013794,SCE3,MICE-L
KML3D,4,0.32742621250782666,70.40105369407976,NA,NA,0.6687402725219727,SCE3,MICE-L
KML3D,5,0.24329964990061895,60.37834943336431,NA,NA,0.8364264965057373,SCE3,MICE-L
flexmix,2,0.5765396510409901,129.67657526725458,242060.3827903901,NA,0.4430220127105713,SCE3,MICE-L
flexmix,3,0.41514697199369527,95.86385365835751,232439.76899912953,NA,2.0480241775512695,SCE3,MICE-L
flexmix,4,0.29845532845928496,72.07888760890154,225404.59996178612,NA,2.504121780395508,SCE3,MICE-L
flexmix,5,0.2569559439896069,53.35389744600033,223440.72027031425,NA,3.4814932346343994,SCE3,MICE-L
GBMT,2,0.7133129707297466,286.41476213267003,16112.596691025714,NA,46.75111770629883,SCE2,LME-F
GBMT,3,0.4000618565449913,418.1010273483779,12705.559053529589,NA,90.63579201698305,SCE2,LME-F
GBMT,4,0.3723081642636974,347.8635003043015,10073.495339401668,NA,143.01907658576965,SCE2,LME-F
GBMT,5,0.32990288277999796,285.7637978535915,8603.384815835869,NA,198.02018976211548,SCE2,LME-F
KML3D,2,0.3768600658547755,548.565939380328,NA,NA,0.209761381149292,SCE2,LME-F
KML3D,3,0.2947996519330604,534.0095163888537,NA,NA,0.22203373908996585,SCE2,LME-F
KML3D,4,0.23055692788453647,488.1397652438512,NA,NA,0.29202938079833984,SCE2,LME-F
KML3D,5,0.28008537912915626,463.0194487791466,NA,NA,0.365046739578247,SCE2,LME-F
flexmix,2,0.5765425237359662,386.1416643263945,19813.120888850433,NA,0.24759125709533691,SCE2,LME-F
flexmix,3,0.31103010643011814,471.50366260733153,14760.75919569784,NA,0.3228733539581299,SCE2,LME-F
flexmix,4,0.3146358460489365,421.8284369184798,11809.455012684984,NA,0.2881338596343994,SCE2,LME-F
flexmix,5,0.3300772520666109,379.79521114429247,10384.935947786902,NA,0.37908101081848145,SCE2,LME-F
LCMM,2,0.1586504669143489,461.4168399928457,13562.334136378153,NA,19.116971969604492,SCE2,LME-F
LCMM,3,0.2056254374483465,498.6478848099627,13574.317065462885,NA,39.85309886932373,SCE2,LME-F
LCMM,4,0.24361274537590585,518.0979208460096,13586.29999456122,NA,168.0667004585266,SCE2,LME-F
LCMM,5,0.42480271119059865,382.05832052265936,13520.0786015514,NA,130.53696966171265,SCE2,LME-F
