cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.8645608590332333,127.45257376237294,238029.09654659356,NA,25.655834674835205,SCE3,MICE-CS
GBMT,3,0.517428735289608,92.3083879374843,227938.47569954797,NA,62.21734309196472,SCE3,MICE-CS
GBMT,4,0.3501638064193199,64.89778099803169,224283.07785497716,NA,92.96177554130554,SCE3,MICE-CS
GBMT,5,0.3748808139520257,46.43059855566701,223842.71259111428,NA,129.8632824420929,SCE3,MICE-CS
KML3D,2,0.1835185297228469,93.33511124837952,NA,NA,0.7752606868743896,SCE3,MICE-CS
KML3D,3,0.336232929872243,95.39560514475146,NA,NA,0.7314767837524414,SCE3,MICE-CS
KML3D,4,0.3029231218886722,66.89302192761708,NA,NA,0.5678067207336426,SCE3,MICE-CS
KML3D,5,0.26296176412357913,63.91048119768255,NA,NA,0.700160026550293,SCE3,MICE-CS
flexmix,2,0.6074176586224779,128.52043715820304,247623.20988065732,NA,0.38135409355163574,SCE3,MICE-CS
flexmix,3,0.4033243906075982,94.26645834125199,236040.56003162405,NA,0.9988706111907959,SCE3,MICE-CS
flexmix,4,0.35041225511326785,77.67875137069858,232088.99483161097,NA,1.5445096492767334,SCE3,MICE-CS
flexmix,5,0.25350938361328323,57.962980450611134,229875.73753251467,NA,1.5549249649047852,SCE3,MICE-CS
