cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.43418318903298964,217.45761062548613,20869.246969063624,NA,54.73025822639465,SCE2,LME-S
GBMT,3,0.2175829821888223,191.44586008847895,18845.53699271007,NA,55.58641767501831,SCE2,LME-S
GBMT,4,0.3029151955685304,150.7902291436029,17969.848345663675,NA,249.66975927352905,SCE2,LME-S
GBMT,5,0.2624403351254053,120.19241839408538,17476.000395837236,NA,217.40165662765503,SCE2,LME-S
KML3D,2,0.22417645577730003,299.3335046470877,NA,NA,0.15747380256652832,SCE2,LME-S
KML3D,3,0.2589298266860746,226.94262621642974,NA,NA,0.21533823013305664,SCE2,LME-S
KML3D,4,0.23360300387666336,184.48798667379305,NA,NA,0.2541313171386719,SCE2,LME-S
KML3D,5,0.22398980771931432,152.28770741911853,NA,NA,0.3030080795288086,SCE2,LME-S
flexmix,2,0.41455864547951404,222.69688917464416,23294.7740165351,NA,0.20991992950439453,SCE2,LME-S
flexmix,3,0.207719636738506,193.9626113419473,20435.811087420814,NA,0.8162863254547119,SCE2,LME-S
flexmix,4,0.2134582409769562,158.77774177138704,19373.15230554994,NA,0.5749955177307129,SCE2,LME-S
flexmix,5,0.2134582409769562,158.77774177138707,19373.1323147197,NA,0.8423924446105957,SCE2,LME-S
LCMM,2,0.10118897040222612,267.58204063397085,23275.644703439415,NA,29.738842964172363,SCE2,LME-S
LCMM,3,0.11776250487775089,277.1052794083957,23287.627632533982,NA,25.286210536956787,SCE2,LME-S
LCMM,4,0.13192664291309383,282.1187785931898,23299.610629584677,NA,88.999298095703125,SCE2,LME-S
LCMM,5,0.17924884511130124,193.1921866006741,23272.62932738263,NA,94.1896002292633,SCE2,LME-S
