cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.48874030223339765,206.7084336605051,20926.79619909062,NA,41.360103130340576,SCE2,eCDF-Copula
GBMT,3,0.29086680700231593,148.66849630009125,19239.335779495043,NA,89.57604598999023,SCE2,eCDF-Copula
GBMT,4,0.3014638149362134,134.94014314010877,18660.93014780943,NA,470.29175066947937,SCE2,eCDF-Copula
GBMT,5,0.29022695547352934,108.31533896812063,18299.50898228899,NA,309.90152955055237,SCE2,eCDF-Copula
KML3D,2,0.22897021318480063,276.72078537001994,NA,NA,0.16371798515319824,SCE2,eCDF-Copula
KML3D,3,0.24143366461920093,198.129838741365,NA,NA,0.20408248901367188,SCE2,eCDF-Copula
KML3D,4,0.21135522682082458,160.09748640795627,NA,NA,0.24277257919311523,SCE2,eCDF-Copula
KML3D,5,0.18705173662945868,130.34555150441585,NA,NA,0.29662156105041504,SCE2,eCDF-Copula
flexmix,2,0.4679195024936183,215.7025611668375,23362.36124989863,NA,0.14216303825378418,SCE2,eCDF-Copula
flexmix,3,0.4679195024936183,215.7025611668375,23362.360428129727,NA,0.1404409408569336,SCE2,eCDF-Copula
flexmix,4,0.23288864584513083,139.5482181277423,20257.10434974138,NA,0.32097840309143066,SCE2,eCDF-Copula
flexmix,5,0.23288864584513083,139.5482181277423,20257.10827004816,NA,0.3448970317840576,SCE2,eCDF-Copula
LCMM,2,0.10440309382004585,244.86584698410408,24517.750929923022,NA,26.996027946472168,SCE2,eCDF-Copula
LCMM,3,0.13559342454722914,254.38690503566193,24529.73385884378,NA,26.90494990348816,SCE2,eCDF-Copula
LCMM,4,0.16266937430844328,262.67478939093996,24541.716787937967,NA,49.6024010181427,SCE2,eCDF-Copula
LCMM,5,0.24333508800657405,184.8530006754837,24499.192332651426,NA,152.31581163406372,SCE2,eCDF-Copula
