cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.5244935867140016,165.62185737904542,22234.95536821586,NA,34.591049671173096,SCE2,CC
GBMT,3,0.3580368688645238,107.14880601298084,20924.00435945774,NA,244.76176500320435,SCE2,CC
GBMT,4,0.34666941372866883,103.75044553593654,20229.808370945786,NA,298.5489594936371,SCE2,CC
GBMT,5,0.298940566817511,91.40832479103412,19720.675017807403,NA,269.1073257923126,SCE2,CC
KML3D,2,0.17500412351826367,222.52107143753784,NA,NA,0.29972410202026367,SCE2,CC
KML3D,3,0.1669383992113776,165.66059807304967,NA,NA,0.255748987197876,SCE2,CC
KML3D,4,0.12053288314674093,130.849562585518,NA,NA,0.3261866569519043,SCE2,CC
KML3D,5,0.10253730324775444,107.21190000256746,NA,NA,0.37752723693847656,SCE2,CC
flexmix,2,0.44086180285783216,169.91796317141197,24251.7089828914,NA,0.2079019546508789,SCE2,CC
flexmix,3,0.23946251007793598,133.83553343400368,22522.62746216962,NA,0.6919019222259521,SCE2,CC
flexmix,4,0.2182303320926156,114.55970758482881,21485.097797019735,NA,0.6932260990142822,SCE2,CC
flexmix,5,0.21596268583627667,92.96349254081917,21119.811892404297,NA,1.495905876159668,SCE2,CC
LCMM,2,0.06915236724222759,201.32285248267823,26074.43922572682,NA,19.13096261024475,SCE2,CC
LCMM,3,0.09184832904739161,211.17431607345478,26086.422154821525,NA,27.471782207489014,SCE2,CC
LCMM,4,0.10118897040222612,213.39816404933626,26098.405083915302,NA,101.22011804580688,SCE2,CC
LCMM,5,0.09802513606916576,212.77254093299945,26110.388013009844,NA,206.78766059875488,SCE2,CC
