cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.3347702705249075,182.17274127757815,22103.22167525955,NA,39.79453206062317,SCE2,MICE-CS
GBMT,3,0.2523283428799241,136.2263820736478,20498.116950609743,NA,94.16898369789124,SCE2,MICE-CS
GBMT,4,0.2275283257191209,112.93189571305001,19910.867772740232,NA,119.48927116394043,SCE2,MICE-CS
GBMT,5,0.22306847947121694,105.5682578635666,19302.73401747675,NA,225.00636529922485,SCE2,MICE-CS
KML3D,2,0.21015571330432795,235.03624660052046,NA,NA,0.1508469581604004,SCE2,MICE-CS
KML3D,3,0.1801453829359995,183.53153725010418,NA,NA,0.19547605514526367,SCE2,MICE-CS
KML3D,4,0.19250667981118808,152.62078212860865,NA,NA,0.24417400360107422,SCE2,MICE-CS
KML3D,5,0.18177548879948652,123.40602417125157,NA,NA,0.2763345241546631,SCE2,MICE-CS
flexmix,2,0.3008325118251951,198.72621226658325,24390.314334033672,NA,0.16371774673461914,SCE2,MICE-CS
flexmix,3,0.25445802303333903,148.4787018662281,22189.406291544412,NA,0.17417383193969727,SCE2,MICE-CS
flexmix,4,0.16659730645120427,132.33080577355685,21372.002180912987,NA,0.4311983585357666,SCE2,MICE-CS
flexmix,5,0.16164814021755752,113.35683818131106,20705.848909758184,NA,0.4453880786895752,SCE2,MICE-CS
LCMM,2,0.01504643234982973,165.31161521660266,24773.686651094806,NA,22.954633951187134,SCE2,MICE-CS
LCMM,3,0.017605094041484533,169.72592870903145,24785.669580189864,NA,30.815770149230957,SCE2,MICE-CS
LCMM,4,0.021819686624155833,177.19537024647127,24797.652509283605,NA,149.75215816497803,SCE2,MICE-CS
LCMM,5,0.01895974214750683,172.2302206407093,24809.635438377863,NA,211.65151262283325,SCE2,MICE-CS
