cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.5172434411161979,445.307429724138,14737.956442309838,NA,63.1074333190918,SCE2,LME-F
GBMT,3,0.31683343461594815,472.49590674395057,10394.577440401523,NA,83.63871836662292,SCE2,LME-F
GBMT,4,0.2947265473189012,328.92377580133524,8587.168775694634,NA,297.54430508613586,SCE2,LME-F
GBMT,5,0.3178689999998113,371.4590088592707,6077.557426213598,NA,183.62329864501953,SCE2,LME-F
KML3D,2,0.18347261189673675,694.5448259423271,NA,NA,0.18730568885803223,SCE2,LME-F
KML3D,3,0.21683521879640374,646.0803009324177,NA,NA,0.22838044166564941,SCE2,LME-F
KML3D,4,0.20356447797847674,652.8337866545004,NA,NA,0.29848766326904297,SCE2,LME-F
KML3D,5,0.2088658639233931,616.8907566094928,NA,NA,0.3621642589569092,SCE2,LME-F
flexmix,2,0.42767670529086665,540.7139379466025,18583.0251235357,NA,0.1641073226928711,SCE2,LME-F
flexmix,3,0.2880995924846493,484.4257445512829,12277.448097445507,NA,0.6812968254089355,SCE2,LME-F
flexmix,4,0.2521574168989907,536.4826751152677,9488.319034781205,NA,0.5287196636199951,SCE2,LME-F
flexmix,5,0.2525729911338422,459.2022537508615,7964.1587316758505,NA,0.5246326923370361,SCE2,LME-F
LCMM,2,0.15076357003916688,663.4738860229185,12030.497540546712,NA,30.36868929862976,SCE2,LME-F
LCMM,3,0.16266937430844328,678.7854646416014,12042.48046969974,NA,66.99244427680969,SCE2,LME-F
LCMM,4,0.16673858868662855,673.8308917309943,12054.463398736723,NA,159.89308404922485,SCE2,LME-F
LCMM,5,0.28958604373248725,580.3856542546376,12030.673163694008,NA,221.95795607566833,SCE2,LME-F
