cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.4610514128586418,183.46098412325975,287074.70084965415,NA,50.650583267211914,SCE3,LME-F
GBMT,3,0.3281634627599789,131.99413156389238,272165.57851936773,NA,96.88839888572693,SCE3,LME-F
GBMT,4,0.2533084818558767,83.33525303074047,267582.2085332528,NA,183.3930995464325,SCE3,LME-F
GBMT,5,0.16210904220541208,47.22531365721503,262579.4337674715,NA,174.63205742835999,SCE3,LME-F
KML3D,2,0.04428296622039426,64.18872361264245,NA,NA,0.42051076889038086,SCE3,LME-F
KML3D,3,0.16035097067306528,76.7577268854,NA,NA,0.541703462600708,SCE3,LME-F
KML3D,4,0.07202262866887625,44.364357983140565,NA,NA,0.6577348709106445,SCE3,LME-F
KML3D,5,0.15396731580676445,64.97949572877782,NA,NA,0.7699446678161621,SCE3,LME-F
flexmix,2,0.334775451629242,149.13233066302928,291211.7562157595,NA,0.5085797309875488,SCE3,LME-F
flexmix,3,0.2650837131772561,125.5327603235068,280904.40094416594,NA,1.1535017490386963,SCE3,LME-F
flexmix,4,0.1960678606021358,87.48028392072365,276939.07551175746,NA,1.9457471370697021,SCE3,LME-F
flexmix,5,0.17676974826259217,79.29988291234784,276365.4066300314,NA,0.9840762615203857,SCE3,LME-F
