cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.44082640031793807,211.37123015761202,21160.299356491236,NA,48.29935336112976,SCE2,LME-S
GBMT,3,0.2552584048103569,163.6031314901347,19359.165712861282,NA,316.6708936691284,SCE2,LME-S
GBMT,4,0.29362623114381353,125.46162584675885,18385.199393904553,NA,213.4871907234192,SCE2,LME-S
GBMT,5,0.2565655908671662,126.37342895964564,17866.04439646684,NA,304.3199999332428,SCE2,LME-S
KML3D,2,0.17081023392732306,276.80814547523465,NA,NA,0.21558332443237305,SCE2,LME-S
KML3D,3,0.3192297029428045,215.25574586466493,NA,NA,0.28468823432922363,SCE2,LME-S
KML3D,4,0.21396583881972878,175.79408466214085,NA,NA,0.37775111198425293,SCE2,LME-S
KML3D,5,0.221189644265399,144.64606549457883,NA,NA,0.4386107921600342,SCE2,LME-S
flexmix,2,0.474796864400392,229.00684288815097,23434.298674174617,NA,0.14676976203918457,SCE2,LME-S
flexmix,3,0.474796864400392,229.00684288815097,23434.29832835596,NA,0.1608431339263916,SCE2,LME-S
flexmix,4,0.24456141632712886,154.2560350005815,19807.57304304636,NA,1.1409659385681152,SCE2,LME-S
flexmix,5,0.1839761032356522,135.93249202662895,19334.720184571954,NA,0.4955558776855469,SCE2,LME-S
LCMM,2,0.033411575869392224,199.8311536968841,23751.46587897275,NA,16.045563220977783,SCE2,LME-S
LCMM,3,0.03717565137818014,203.13289276142464,23763.448808065117,NA,40.645256757736206,SCE2,LME-S
LCMM,4,0.0665416125953336,227.85942972281316,23775.431737159015,NA,106.88607263565063,SCE2,LME-S
LCMM,5,0.06398112782544899,226.04787316898867,23787.414666253255,NA,790.2173483371735,SCE2,LME-S
