cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.4017827191258926,215.5685361245745,20851.06717486562,NA,31.356401205062863,SCE2,CC
GBMT,3,0.2324391154208663,166.89867682496072,19086.15050458153,NA,96.9961633682251,SCE2,CC
GBMT,4,0.2918992149900222,141.927968095471,18332.720120806927,NA,92.38096022605896,SCE2,CC
GBMT,5,0.2445823051030168,113.50323230690594,17956.750496127403,NA,276.2483808994293,SCE2,CC
KML3D,2,0.19218784717645507,289.76172933447646,NA,NA,0.29591965675354004,SCE2,CC
KML3D,3,0.14034667881972246,224.0870898254655,NA,NA,0.2552471160888672,SCE2,CC
KML3D,4,0.12949220175673376,178.30555404135353,NA,NA,0.30763721466064453,SCE2,CC
KML3D,5,0.13427830302877858,147.94317710261026,NA,NA,0.34334397315979004,SCE2,CC
flexmix,2,0.33482107528923916,230.6220780953899,22961.405867024416,NA,0.18097257614135745,SCE2,CC
flexmix,3,0.21978689251694936,199.17164956923017,20749.245503186,NA,0.23829054832458496,SCE2,CC
flexmix,4,0.19531156057760377,148.43486380602494,19985.826669783444,NA,0.4074554443359375,SCE2,CC
flexmix,5,0.1781460305039316,119.0556654003787,19591.339778189624,NA,2.7615368366241455,SCE2,CC
LCMM,2,0.10118897040222612,274.1132738756293,24778.022496209414,NA,27.822994470596313,SCE2,CC
LCMM,3,0.11098221329328233,277.06785871953093,24790.005425192303,NA,40.7835066318512,SCE2,CC
LCMM,4,0.11434721194592053,277.47757616551536,24801.988354286612,NA,119.8852174282074,SCE2,CC
LCMM,5,0.18812773508998504,187.2948438430315,24783.5825312969,NA,162.88288760185242,SCE2,CC
GBMT,2,0.9505010199418656,93.45830064171372,244908.6165026251,NA,29.521549463272095,SCE3,CC
GBMT,3,0.7123835150442182,85.53887985539781,237350.8090660491,NA,95.7569785118103,SCE3,CC
GBMT,4,0.6312845326963799,48.64675994739982,235248.98431785975,NA,131.63224697113037,SCE3,CC
GBMT,5,0.5957555586333728,30.783648088186492,234176.33448071405,NA,80.794842004776,SCE3,CC
KML3D,2,0.17085811076141877,61.0258665454305,NA,NA,0.4781155586242676,SCE3,CC
KML3D,3,0.2300803566948831,66.05745198888576,NA,NA,0.5960614681243896,SCE3,CC
KML3D,4,0.19389601206012275,58.80485636323024,NA,NA,0.7145445346832275,SCE3,CC
KML3D,5,0.38102987027603175,54.16924416103284,NA,NA,0.8606820106506348,SCE3,CC
flexmix,2,0.4957916799117842,81.25096311237196,267222.7452962132,NA,0.6525239944458008,SCE3,CC
flexmix,3,0.4723189303964528,63.07155213026119,254096.56592967265,NA,1.5298950672149658,SCE3,CC
flexmix,4,0.3543616637703979,66.91056887191459,248955.2688537648,NA,2.065446138381958,SCE3,CC
flexmix,5,0.3335467141740991,43.35033083407226,245743.38762586477,NA,1.929060459136963,SCE3,CC
GBMT,2,0.40175716848123794,214.50567664818485,21461.73611342428,NA,36.15021896362305,SCE2,MICE-L
GBMT,3,0.3091614649427476,141.834507186736,19802.156070403784,NA,115.7094202041626,SCE2,MICE-L
GBMT,4,0.26249118049682785,126.89673659219488,19048.263693081393,NA,164.64934015274048,SCE2,MICE-L
GBMT,5,0.2077787000565844,111.01397463886828,18660.950624398327,NA,350.9393095970154,SCE2,MICE-L
KML3D,2,0.19658776800528316,289.2551829990023,NA,NA,0.18435931205749512,SCE2,MICE-L
KML3D,3,0.18983546998461495,204.7549616264811,NA,NA,0.22682952880859375,SCE2,MICE-L
KML3D,4,0.18234296805729425,163.66846310063428,NA,NA,0.2859220504760742,SCE2,MICE-L
KML3D,5,0.1748841028943072,133.46901767025366,NA,NA,0.35853004455566406,SCE2,MICE-L
flexmix,2,0.3891584060753384,229.0270977274607,23300.61342898572,NA,0.12763333320617676,SCE2,MICE-L
flexmix,3,0.22908496214341373,172.369769760155,21132.768656609125,NA,0.5307791233062744,SCE2,MICE-L
flexmix,4,0.20690291429003735,140.45105981481592,20213.86946715585,NA,0.592153787612915,SCE2,MICE-L
flexmix,5,0.16543646469724901,122.82217322976771,19899.37447243522,NA,1.2139499187469482,SCE2,MICE-L
LCMM,2,0.3008952128457278,256.29067439849456,24548.341502106898,NA,10.740501403808594,SCE2,MICE-L
LCMM,3,0.14305143357177874,280.18725277635167,24452.786361291208,NA,30.370760679244995,SCE2,MICE-L
LCMM,4,0.1468694525342617,281.7446351321494,24464.7692903852,NA,83.07850575447083,SCE2,MICE-L
LCMM,5,0.1958473314001491,191.1932675611554,24440.51711039358,NA,144.17156410217285,SCE2,MICE-L
GBMT,2,0.7562901757178866,136.51525832945973,235647.88570697047,NA,42.10592603683472,SCE3,MICE-L
GBMT,3,0.4669459476669657,97.4588733523563,227911.9938312657,NA,95.10226011276244,SCE3,MICE-L
GBMT,4,0.44663116665933195,74.46621811567728,224771.78006440343,NA,116.3362946510315,SCE3,MICE-L
GBMT,5,0.4327245008195254,48.482717677043894,223945.65080739208,NA,140.08824062347412,SCE3,MICE-L
KML3D,2,0.17085811076141877,134.1914611911739,NA,NA,0.4860405921936035,SCE3,MICE-L
KML3D,3,0.27387447407377546,100.67555452319024,NA,NA,0.5959928035736084,SCE3,MICE-L
KML3D,4,0.18634784455970857,81.09144627987658,NA,NA,0.7128605842590332,SCE3,MICE-L
KML3D,5,0.1569563045493656,62.313645884775,NA,NA,0.7993490695953369,SCE3,MICE-L
flexmix,2,0.5028560186692717,131.56660131480615,246048.82360478124,NA,0.44106483459472656,SCE3,MICE-L
flexmix,3,0.37447357904767753,98.48055979941392,235682.0874043096,NA,2.7601325511932373,SCE3,MICE-L
flexmix,4,0.29393943872569445,95.773506874321,230039.57608828435,NA,1.6494157314300537,SCE3,MICE-L
flexmix,5,0.2374681235705225,75.6020194274884,226068.0699863269,NA,3.646672248840332,SCE3,MICE-L
GBMT,2,0.5172434411161979,445.307429724138,14737.956442309838,NA,63.1074333190918,SCE2,LME-F
GBMT,3,0.31683343461594815,472.49590674395057,10394.577440401525,NA,83.63871836662292,SCE2,LME-F
GBMT,4,0.2947265473189012,328.92377580133524,8587.168775694634,NA,297.54430508613586,SCE2,LME-F
GBMT,5,0.3178689999998113,371.4590088592707,6077.557426213598,NA,183.62329864501953,SCE2,LME-F
KML3D,2,0.18347261189673675,694.5448259423271,NA,NA,0.18730568885803223,SCE2,LME-F
KML3D,3,0.21683521879640377,646.0803009324177,NA,NA,0.2283804416656494,SCE2,LME-F
KML3D,4,0.2035644779784767,652.8337866545004,NA,NA,0.29848766326904297,SCE2,LME-F
KML3D,5,0.2088658639233931,616.8907566094928,NA,NA,0.3621642589569092,SCE2,LME-F
flexmix,2,0.42767670529086665,540.7139379466025,18583.0251235357,NA,0.1641073226928711,SCE2,LME-F
flexmix,3,0.2880995924846493,484.4257445512829,12277.448097445507,NA,0.6812968254089355,SCE2,LME-F
flexmix,4,0.2521574168989907,536.4826751152677,9488.319034781203,NA,0.5287196636199951,SCE2,LME-F
flexmix,5,0.2525729911338422,459.2022537508615,7964.158731675851,NA,0.5246326923370361,SCE2,LME-F
LCMM,2,0.15076357003916688,663.4738860229185,12030.497540546712,NA,30.36868929862976,SCE2,LME-F
LCMM,3,0.16266937430844328,678.7854646416014,12042.48046969974,NA,66.99244427680969,SCE2,LME-F
LCMM,4,0.16673858868662855,673.8308917309943,12054.463398736723,NA,159.89308404922485,SCE2,LME-F
LCMM,5,0.28958604373248725,580.3856542546376,12030.673163694008,NA,221.9579560756683,SCE2,LME-F
GBMT,2,0.306346018360607,149.88912649307224,279064.4631366925,NA,70.11706709861755,SCE3,LME-F
GBMT,3,0.18886112010815137,123.74772416805304,268839.1908273768,NA,84.23999428749084,SCE3,LME-F
GBMT,4,0.2613115232250699,107.26303578559391,262196.9976996587,NA,146.38828039169312,SCE3,LME-F
GBMT,5,0.16813083311496535,67.13050537909919,260237.3227483738,NA,156.4655442237854,SCE3,LME-F
KML3D,2,0.22899015342340284,219.6337867081782,NA,NA,0.4929525852203369,SCE3,LME-F
KML3D,3,0.06570787205868249,93.29777066911458,NA,NA,0.5981078147888184,SCE3,LME-F
KML3D,4,0.15439952910602164,100.54797508169098,NA,NA,0.8323347568511963,SCE3,LME-F
KML3D,5,0.08885591986010989,66.88423128016366,NA,NA,0.815596342086792,SCE3,LME-F
flexmix,2,0.2584438579494203,127.2838166959147,286309.70409167086,NA,0.8118877410888672,SCE3,LME-F
flexmix,3,0.22870448634375817,153.43387184348603,275603.9811720876,NA,0.967031955718994,SCE3,LME-F
flexmix,4,0.24774759618121067,115.41238769807772,271771.2517720345,NA,2.561305284500122,SCE3,LME-F
flexmix,5,0.224058231150548,89.66271752885515,269597.8120830924,NA,3.1959407329559326,SCE3,LME-F
GBMT,2,0.3584282295598867,274.1091781967705,19414.702092773587,NA,33.42741513252258,SCE2,LME-S
GBMT,3,0.26444245219733253,212.2462400434713,17428.65522943486,NA,81.8785138130188,SCE2,LME-S
GBMT,4,0.2942963248617267,184.01143033684357,16521.283714619087,NA,93.89111757278442,SCE2,LME-S
GBMT,5,0.2277959376363234,148.10651466894967,15779.644417610763,NA,154.49131155014038,SCE2,LME-S
KML3D,2,0.19216573987500615,368.422658974941,NA,NA,0.2106928825378418,SCE2,LME-S
KML3D,3,0.2250152590922542,278.23439727674247,NA,NA,0.22099685668945312,SCE2,LME-S
KML3D,4,0.1705117553037931,225.1338880548516,NA,NA,0.2816767692565918,SCE2,LME-S
KML3D,5,0.1564085226612413,186.6040914185343,NA,NA,0.3180382251739502,SCE2,LME-S
