cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.3009055741164059,184.4626470942488,22480.12693752718,NA,57.73205208778381,SCE2,CC
GBMT,3,0.2437566425300324,123.8765860337074,20857.753012569025,NA,88.94874429702759,SCE2,CC
GBMT,4,0.3223392495188292,90.57843113916212,20094.68086911804,NA,218.0276424884796,SCE2,CC
GBMT,5,0.23360545445006536,93.94943195699784,19621.78225735816,NA,176.16927981376648,SCE2,CC
KML3D,2,0.13559342454722914,216.98310193480543,NA,NA,0.25585079193115234,SCE2,CC
KML3D,3,0.08034587791860891,174.28547578900108,NA,NA,0.21750402450561523,SCE2,CC
KML3D,4,0.08881605621107064,135.1623460688876,NA,NA,0.25718164443969727,SCE2,CC
KML3D,5,0.08695870285765471,111.34724921546228,NA,NA,0.2996861934661865,SCE2,CC
flexmix,2,0.25835741874705603,187.52990727658192,24362.235615121936,NA,0.1639542579650879,SCE2,CC
flexmix,3,0.2081320854771903,135.2893492685821,22420.79120121776,NA,0.4736924171447754,SCE2,CC
flexmix,4,0.14096916631995612,116.0327676315124,21697.732038293692,NA,0.6643722057342529,SCE2,CC
flexmix,5,0.1919442678407619,95.63816878159231,21214.09677837478,NA,0.9188878536224364,SCE2,CC
LCMM,2,0.0665416125953336,197.37201368559255,26275.936002775168,NA,18.465408086776733,SCE2,CC
LCMM,3,0.08587266115725704,205.9164386268062,26287.918931869663,NA,25.229923963546753,SCE2,CC
LCMM,4,0.08587266115725704,205.9164386268062,26299.901861043065,NA,85.18246793746948,SCE2,CC
LCMM,5,0.15130759354102724,151.48759545514784,26284.92736579332,NA,317.88977432250977,SCE2,CC
GBMT,2,0.9022556390977444,83.73512495626964,244335.5250290468,NA,25.325390338897705,SCE3,CC
GBMT,3,0.7181052770644065,57.6562119924639,237583.09583160977,NA,47.238471031188965,SCE3,CC
GBMT,4,0.6008361253319168,46.49821090188027,233509.78730699336,NA,89.96913814544678,SCE3,CC
GBMT,5,0.5273992513177521,36.35652313890807,230683.10941153,NA,100.02055883407591,SCE3,CC
KML3D,2,0.10766750767789804,79.52772624661151,NA,NA,0.4227118492126465,SCE3,CC
KML3D,3,0.36107097117538023,75.94265454130758,NA,NA,0.5448739528656006,SCE3,CC
KML3D,4,0.35591170740800615,63.600548546731275,NA,NA,0.6267185211181641,SCE3,CC
KML3D,5,0.1570119569628554,60.72254471651128,NA,NA,0.6806590557098389,SCE3,CC
flexmix,2,0.5028540201005025,83.2916276564688,265956.0995074443,NA,0.3032703399658203,SCE3,CC
flexmix,3,0.3687238709743123,64.82179678862404,253912.54954047565,NA,1.040801763534546,SCE3,CC
flexmix,4,0.2818431797434066,52.145604956201616,251427.18797539733,NA,1.9434447288513184,SCE3,CC
flexmix,5,0.32571957722980105,54.287077913131384,243233.58195757485,NA,1.8885433673858645,SCE3,CC
GBMT,2,0.3405905652990392,177.11245557072635,22909.877313595276,NA,38.66852402687073,SCE2,MICE-L
GBMT,3,0.23605517874528115,130.5475588375755,21406.59413752775,NA,171.8502094745636,SCE2,MICE-L
GBMT,4,0.1819273995144741,104.51196383686332,20740.306845113824,NA,274.0408389568329,SCE2,MICE-L
GBMT,5,0.191654746853358,87.96677975796362,20235.038864799106,NA,241.3585908412933,SCE2,MICE-L
KML3D,2,0.19202231726160032,217.78063889013876,NA,NA,0.2178945541381836,SCE2,MICE-L
KML3D,3,0.20858148093499987,161.88778444896494,NA,NA,0.2847011089324951,SCE2,MICE-L
