cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.4610504649612602,201.80519650565918,20758.350576175653,NA,24.605720043182373,SCE2,eCDF-Copula
GBMT,3,0.28070606220222655,154.81772632668557,19260.341039151674,NA,107.66506147384644,SCE2,eCDF-Copula
GBMT,4,0.29768536881386765,123.31565907944182,18491.254811423,NA,108.07685923576355,SCE2,eCDF-Copula
GBMT,5,0.2581588508424755,106.89183745376697,17901.863811388965,NA,201.07652163505554,SCE2,eCDF-Copula
KML3D,2,0.24848114083199727,279.2865585986443,NA,NA,0.15443992614746094,SCE2,eCDF-Copula
KML3D,3,0.23380352288978415,204.7864311137136,NA,NA,0.18767809867858887,SCE2,eCDF-Copula
KML3D,4,0.2092335194519401,161.52162349707868,NA,NA,0.2571842670440674,SCE2,eCDF-Copula
KML3D,5,0.14944570692594494,131.77172820284108,NA,NA,0.2814216613769531,SCE2,eCDF-Copula
flexmix,2,0.421058304590077,214.75310928207077,23173.355465397057,NA,0.20018506050109863,SCE2,eCDF-Copula
flexmix,3,0.2616668313698452,156.8078373302639,21102.53328196439,NA,0.47829675674438477,SCE2,eCDF-Copula
flexmix,4,0.22048372177612047,136.19602771043947,20083.516774214262,NA,0.7202928066253662,SCE2,eCDF-Copula
flexmix,5,0.1916993494064269,116.79328460220849,19655.320501221675,NA,0.6822102069854736,SCE2,eCDF-Copula
LCMM,2,0.13559342454722914,260.7245009909356,24499.919073500776,NA,18.808698177337646,SCE2,eCDF-Copula
LCMM,3,0.1586504669143489,269.65750006523496,24511.90200314688,NA,23.722195386886597,SCE2,eCDF-Copula
LCMM,4,0.1586504669143489,269.65750006523496,24523.88493168868,NA,96.3881824016571,SCE2,eCDF-Copula
LCMM,5,0.25592223224058885,191.66425796266466,24497.167170858138,NA,113.81962656974792,SCE2,eCDF-Copula
