cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.461065630919261,214.0756672321607,21768.889965640497,NA,41.13077163696289,SCE2,MICE-L
GBMT,3,0.3143168425791229,138.09217981037688,20359.524987522753,NA,93.98283815383911,SCE2,MICE-L
GBMT,4,0.25783850647321127,122.26506325073788,19797.14872317252,NA,157.35193037986755,SCE2,MICE-L
GBMT,5,0.20759569502513495,97.61099159776214,19382.429159420502,NA,498.9677679538727,SCE2,MICE-L
KML3D,2,0.2955348974061111,267.23732331911515,NA,NA,0.19696736335754395,SCE2,MICE-L
KML3D,3,0.2813287875315151,181.79454068798256,NA,NA,0.24141216278076172,SCE2,MICE-L
KML3D,4,0.22878164425348363,142.05492990434124,NA,NA,0.29340577125549316,SCE2,MICE-L
KML3D,5,0.18868059086496872,117.68779928718234,NA,NA,0.3574700355529785,SCE2,MICE-L
flexmix,2,0.44084915960820636,221.63414905793442,23450.99325619841,NA,0.15811443328857422,SCE2,MICE-L
flexmix,3,0.29514655462402517,144.170947786591,21664.406667095078,NA,0.8052606582641602,SCE2,MICE-L
flexmix,4,0.2224787250059147,126.80755909070606,20858.38465506947,NA,0.8345553874969482,SCE2,MICE-L
flexmix,5,0.19354696270213503,101.75327875733585,20382.811138466255,NA,1.1162991523742676,SCE2,MICE-L
LCMM,2,0.16669005628320002,246.4454149281643,25142.087191254464,NA,16.24035120010376,SCE2,MICE-L
LCMM,3,0.16664319204624622,250.09045224539418,25154.070120351662,NA,28.174932956695557,SCE2,MICE-L
LCMM,4,0.16664319204624622,250.09045224539418,25166.05304943733,NA,67.3087809085846,SCE2,MICE-L
LCMM,5,0.2728446344845294,175.0206401774494,25121.521130267123,NA,205.1956968307495,SCE2,MICE-L
