cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.8552642943174484,104.69961353519848,244204.2722759036,NA,24.667540073394775,SCE3,CC
GBMT,3,0.6428956094671872,75.95577813908432,238118.15374314817,NA,83.38823699951172,SCE3,CC
GBMT,4,0.5828808361078862,51.336650694076035,234456.5254944722,NA,105.69019675254822,SCE3,CC
GBMT,5,0.5468352635194911,37.406290685704306,233972.05352338732,NA,108.79550886154175,SCE3,CC
KML3D,2,0.32351804400418,113.66211544107448,NA,NA,0.4343111515045166,SCE3,CC
KML3D,3,0.4429010964157993,83.2575666411693,NA,NA,0.5205986499786377,SCE3,CC
KML3D,4,0.34082859270926624,69.15056075005174,NA,NA,0.5780978202819824,SCE3,CC
KML3D,5,0.36618592563175806,64.35710357755516,NA,NA,0.7344841957092285,SCE3,CC
flexmix,2,0.5539092420446856,94.87543490660529,261155.48056372258,NA,0.3752565383911133,SCE3,CC
flexmix,3,0.5469445932005013,64.92930054551798,249044.95158026242,NA,0.8578073978424072,SCE3,CC
flexmix,4,0.3566605340310962,55.93596580730714,245961.47257048215,NA,1.579033613204956,SCE3,CC
flexmix,5,0.36641918972457826,52.26752845044814,242205.54761869326,NA,1.3992645740509033,SCE3,CC
