cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.3232146518246943,218.50507388055007,21297.4238570406,NA,62.924317359924316,SCE2,LME-S
GBMT,3,0.24822197090091522,166.68818211638725,19521.67745518824,NA,108.69731545448303,SCE2,LME-S
GBMT,4,0.27792332024237304,120.23145231644293,18716.60508296537,NA,228.29015970230103,SCE2,LME-S
GBMT,5,0.1932317885868496,114.92019577677392,17956.808683982905,NA,267.78434562683105,SCE2,LME-S
KML3D,2,0.24352157021840587,270.853468295545,NA,NA,0.2520442008972168,SCE2,LME-S
KML3D,3,0.24280357970680244,213.22702044029978,NA,NA,0.21957731246948242,SCE2,LME-S
KML3D,4,0.1902803724922873,168.21518478149238,NA,NA,0.285292387008667,SCE2,LME-S
KML3D,5,0.15340902015787142,137.00533099820416,NA,NA,0.36105847358703613,SCE2,LME-S
flexmix,2,0.36445321634727085,225.93829983532805,23441.617902077443,NA,0.23213481903076172,SCE2,LME-S
flexmix,3,0.2749061990911914,184.66912254927814,21119.704127764722,NA,0.3746020793914795,SCE2,LME-S
flexmix,4,0.1624712525571798,140.70038619480718,19837.963766659155,NA,0.6372981071472168,SCE2,LME-S
flexmix,5,0.15333225191496275,128.411831550444,19417.134536515518,NA,0.8615288734436035,SCE2,LME-S
LCMM,2,0.059010960495586726,220.75657281193202,23996.531392404344,NA,17.352564573287964,SCE2,LME-S
LCMM,3,0.06915236724222759,228.89726853813434,24008.514321498755,NA,25.262207984924316,SCE2,LME-S
LCMM,4,0.07445827230454227,240.01749151994986,24020.497250593016,NA,50.77741265296936,SCE2,LME-S
LCMM,5,0.1961978076308967,129.17462622691883,23959.18481646695,NA,269.03208231925964,SCE2,LME-S
