cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.4275907130454512,181.61236055890882,21502.33590365369,NA,33.499287128448486,SCE2,MICE-CS
GBMT,3,0.26585683630975787,172.31576680606761,20055.89332302834,NA,56.21216416358948,SCE2,MICE-CS
GBMT,4,0.30040313426736864,123.73198690570585,19444.878283649177,NA,150.06922125816345,SCE2,MICE-CS
GBMT,5,0.23305314073111247,99.97286330624593,18770.27453606161,NA,250.67799377441406,SCE2,MICE-CS
KML3D,2,0.1834068010075567,246.2260426137534,NA,NA,0.26786351203918457,SCE2,MICE-CS
KML3D,3,0.29795174293460547,195.59813141829983,NA,NA,0.22014689445495605,SCE2,MICE-CS
KML3D,4,0.243803927314197,154.27094464750883,NA,NA,0.253403902053833,SCE2,MICE-CS
KML3D,5,0.21148267582924377,129.32463789973838,NA,NA,0.3250889778137207,SCE2,MICE-CS
flexmix,2,0.42759474001485287,197.3184291367901,23850.579589317535,NA,0.1878345012664795,SCE2,MICE-CS
flexmix,3,0.26974488148746384,171.8416159306959,21630.96930811082,NA,0.1504063606262207,SCE2,MICE-CS
flexmix,4,0.21612076535702127,126.42108608202699,20719.80859412078,NA,1.2635233402252197,SCE2,MICE-CS
flexmix,5,0.1750269213402497,115.59208498904255,20272.37719535146,NA,0.7442080974578857,SCE2,MICE-CS
LCMM,2,0.031604896651987895,186.19446829150496,24643.707588756286,NA,20.362924098968506,SCE2,MICE-CS
LCMM,3,0.03913305237808552,193.9537928563765,24655.690517859937,NA,26.36627960205078,SCE2,MICE-CS
LCMM,4,0.05660127413080911,206.95196299957226,24667.673446943594,NA,52.641643047332764,SCE2,MICE-CS
LCMM,5,0.0772862683379236,216.90404165431548,24679.65637603779,NA,634.1680555343628,SCE2,MICE-CS
