cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.6633839026725991,142.6975050823915,242887.1376107846,NA,37.285242795944214,SCE3,LME-S
GBMT,3,0.48833857508239786,84.6270507683788,235265.8082189107,NA,97.5092875957489,SCE3,LME-S
GBMT,4,0.38808060003201833,72.46025502201707,229761.8053672584,NA,77.95829844474792,SCE3,LME-S
GBMT,5,0.35498239642570084,44.91808013751926,229704.44839919003,NA,97.92892575263977,SCE3,LME-S
KML3D,2,0.15073777487699574,58.695931651489175,NA,NA,0.6281991004943848,SCE3,LME-S
KML3D,3,0.05378145748168229,54.96014570781752,NA,NA,0.4686095714569092,SCE3,LME-S
KML3D,4,0.23158129800154395,68.11626757990543,NA,NA,0.5630662441253662,SCE3,LME-S
KML3D,5,0.3186774409291783,59.08292703344708,NA,NA,0.8980984687805176,SCE3,LME-S
flexmix,2,0.4887557159794175,130.67268316225508,251299.93620631134,NA,0.39859771728515625,SCE3,LME-S
flexmix,3,0.3372645113868833,112.8833819507422,241673.78421430197,NA,1.0654802322387695,SCE3,LME-S
flexmix,4,0.3123679329713642,87.96832252407549,236755.80584813352,NA,1.795337438583374,SCE3,LME-S
flexmix,5,0.2193209156012071,72.40766463567162,234099.91172178314,NA,4.57564640045166,SCE3,LME-S
