cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.34057929912678686,166.23353200648725,283990.859765048,NA,51.22578310966492,SCE3,LME-F
GBMT,3,0.3248163965925381,85.22893596916035,272853.3293257991,NA,139.24826502799988,SCE3,LME-F
GBMT,4,0.24633903198760976,69.4899685637267,265203.4509981586,NA,135.21188116073608,SCE3,LME-F
GBMT,5,0.23111048096022083,63.180659735654096,262735.6210388777,NA,168.6281657218933,SCE3,LME-F
KML3D,2,0.40830925407204083,144.05560909164362,NA,NA,0.47107696533203125,SCE3,LME-F
KML3D,3,0.032173583970685656,49.11347621276105,NA,NA,0.578655481338501,SCE3,LME-F
KML3D,4,0.07875077975408695,72.66103724910376,NA,NA,0.6930756568908691,SCE3,LME-F
KML3D,5,0.2254531326521439,72.12424695599334,NA,NA,0.7326180934906006,SCE3,LME-F
flexmix,2,0.3705989020430681,154.62990743800506,288067.4235463743,NA,0.49338340759277344,SCE3,LME-F
flexmix,3,0.23950821433256786,136.49988491710315,278233.7603254221,NA,1.7761130332946777,SCE3,LME-F
flexmix,4,0.19249604481030563,108.29029223284353,275086.14526101423,NA,1.9606337547302246,SCE3,LME-F
flexmix,5,0.2942485894166506,106.94801945258888,269677.70552208764,NA,2.3235158920288086,SCE3,LME-F
