cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.8368162738437911,123.51294617538561,234742.74184598832,NA,24.060739040374756,SCE3,eCDF-Copula
GBMT,3,0.6416458926694655,85.29037728747004,228189.09906294942,NA,65.30826759338379,SCE3,eCDF-Copula
GBMT,4,0.5785050956433122,57.62510170675701,226148.99688066283,NA,68.87420415878296,SCE3,eCDF-Copula
GBMT,5,0.5179625669558787,41.25027131687073,223911.52618675484,NA,82.22631239891052,SCE3,eCDF-Copula
KML3D,2,0.1750279412074819,95.66380986140918,NA,NA,0.41802334785461426,SCE3,eCDF-Copula
KML3D,3,0.17810907799237616,77.58221553203377,NA,NA,0.48817944526672363,SCE3,eCDF-Copula
KML3D,4,0.17840032240295048,69.55836878817361,NA,NA,0.5514299869537354,SCE3,eCDF-Copula
KML3D,5,0.2062487752408827,61.59631175975361,NA,NA,0.7252006530761719,SCE3,eCDF-Copula
flexmix,2,0.631100648247121,131.22029566500987,246961.04253291767,NA,0.3237001895904541,SCE3,eCDF-Copula
flexmix,3,0.47905185629987007,85.89471329443629,237193.9163806538,NA,1.744001865386963,SCE3,eCDF-Copula
flexmix,4,0.3079850168553773,76.52282268116575,230942.76957343236,NA,1.8120663166046143,SCE3,eCDF-Copula
flexmix,5,0.27457292713922676,65.89024414194367,228631.75514549826,NA,1.976003646850586,SCE3,eCDF-Copula
