cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.8005260777253583,136.57560219841622,234116.2368014654,NA,25.069798946380615,SCE3,MICE-L
GBMT,3,0.497673797604928,95.18394229592825,226288.42508093218,NA,71.95016360282898,SCE3,MICE-L
GBMT,4,0.40241962944668536,60.167968584676395,223159.94493597405,NA,115.4949882030487,SCE3,MICE-L
GBMT,5,0.3914828777783717,50.02994221870877,220991.72020958833,NA,192.3585240840912,SCE3,MICE-L
KML3D,2,0.12474397835779824,99.91140078855324,NA,NA,0.48049139976501465,SCE3,MICE-L
KML3D,3,0.3318061481749625,95.41694637862162,NA,NA,0.555426836013794,SCE3,MICE-L
KML3D,4,0.32742621250782666,70.40105369407976,NA,NA,0.6687402725219727,SCE3,MICE-L
KML3D,5,0.24329964990061898,60.37834943336431,NA,NA,0.8364264965057373,SCE3,MICE-L
flexmix,2,0.5765396510409901,129.67657526725458,242060.3827903901,NA,0.4430220127105713,SCE3,MICE-L
flexmix,3,0.41514697199369527,95.86385365835753,232439.76899912953,NA,2.0480241775512695,SCE3,MICE-L
flexmix,4,0.29845532845928496,72.07888760890154,225404.59996178612,NA,2.504121780395508,SCE3,MICE-L
flexmix,5,0.2569559439896069,53.35389744600033,223440.72027031425,NA,3.4814932346343994,SCE3,MICE-L
