cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.21895835788266618,129.2517076664391,284978.67430969427,NA,44.43856763839722,SCE3,LME-F
GBMT,3,0.29918627570364986,93.16259967815877,269614.79747217486,NA,137.72535681724548,SCE3,LME-F
GBMT,4,0.23324336908025078,80.12233271327958,265369.2631298698,NA,111.40942239761353,SCE3,LME-F
GBMT,5,0.1927893352844987,43.71244822464506,262467.9025069372,NA,137.53898859024048,SCE3,LME-F
KML3D,2,0.11386971402053486,106.53133126051384,NA,NA,0.3738572597503662,SCE3,LME-F
KML3D,3,0.009780714421991422,34.58672715758446,NA,NA,0.5040838718414307,SCE3,LME-F
KML3D,4,0.21836133949838585,66.81933930854602,NA,NA,0.5935981273651123,SCE3,LME-F
KML3D,5,0.16036973962238363,59.26037861221522,NA,NA,0.6885707378387451,SCE3,LME-F
flexmix,2,0.2791656617425385,127.05745853821459,290616.4678381572,NA,0.607659101486206,SCE3,LME-F
flexmix,3,0.24059002594643183,117.61724557650543,281873.9694447637,NA,1.296842336654663,SCE3,LME-F
flexmix,4,0.3056817910955774,86.49328815081918,277133.922947181,NA,1.4710121154785156,SCE3,LME-F
flexmix,5,0.2117308460093954,71.33191677914677,275268.5307609202,NA,2.1534202098846436,SCE3,LME-F
