cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
mixAK,2,0.22899015342340284,193.47536540579347,NA,26744.81802376584,26.904493808746334,SCE2,CC
mixAK,3,0.2314560645316764,98.65339305889457,NA,28808.177373232647,35.65395450592041,SCE2,CC
mixAK,4,0.1636530941717797,96.1172988808997,NA,28052.783396709274,45.690093994140625,SCE2,CC
mixAK,5,0.17471966448327703,97.43392354503808,NA,27450.714036640984,55.0665500164032,SCE2,CC
mixAK,2,0.8460165464675945,90.68650559804142,NA,NA,219.03101539611816,SCE3,CC
mixAK,3,0.7080681727704943,61.84618613177591,NA,NA,309.57143235206604,SCE3,CC
mixAK,4,0.42109612182324857,57.58232931876117,NA,NA,395.8252935409546,SCE3,CC
mixAK,5,0.26092865220780465,32.295175906521,NA,NA,481.87201738357544,SCE3,CC
mixAK,2,0.2535246125341782,205.01772154506344,NA,27889.96479179129,24.011960744857788,SCE2,MICE-L
mixAK,3,0.25530581708637073,138.60744311079168,NA,27871.91704109365,31.351632833480835,SCE2,MICE-L
mixAK,4,0.18768179735790724,118.04468396052124,NA,28662.05021013974,39.0333993434906,SCE2,MICE-L
mixAK,5,0.1936392755196079,92.06524501899334,NA,28439.73431532499,46.51493573188782,SCE2,MICE-L
mixAK,2,0.8005265789123085,127.52030323238633,NA,NA,183.78177523612976,SCE3,MICE-L
mixAK,3,0.7330203644619191,82.6980245422182,NA,NA,258.1525549888611,SCE3,MICE-L
mixAK,4,0.28189319004624336,50.26331495878291,NA,NA,334.12338304519653,SCE3,MICE-L
mixAK,5,0.38808621764590534,62.15053418128392,NA,NA,406.36324405670166,SCE3,MICE-L
mixAK,2,0.41457394302079953,354.3236242401478,NA,20241.603189962192,23.1864709854126,SCE2,LME-F
mixAK,3,0.2301292245877609,374.5761715965747,NA,20245.59641259328,29.942203044891357,SCE2,LME-F
mixAK,4,0.4122108044381642,252.0274743333732,NA,20175.73829981783,37.69497513771057,SCE2,LME-F
mixAK,5,0.3513092704314198,247.952616435013,NA,20135.230514733405,45.660051584243774,SCE2,LME-F
mixAK,2,0.35843322640553776,154.46875248285392,NA,NA,183.73971271514893,SCE3,LME-F
mixAK,3,0.3193704503750257,100.09188674893362,NA,NA,259.1808204650879,SCE3,LME-F
mixAK,4,0.13492702655178485,83.8286748085504,NA,NA,334.9241976737976,SCE3,LME-F
mixAK,5,0.2261556833172376,66.0285467104748,NA,NA,406.18478417396545,SCE3,LME-F
mixAK,2,0.4611338671691003,242.62005779504167,NA,26081.44101218194,22.595812797546387,SCE2,LME-S
mixAK,3,0.24892726145981448,192.490606021312,NA,26038.127764439847,30.15865921974182,SCE2,LME-S
mixAK,4,0.2066700871468104,169.67734918545156,NA,26025.244442646825,38.40760540962219,SCE2,LME-S
mixAK,5,0.20660478881748473,120.97730320250542,NA,27215.227459243197,45.32160472869873,SCE2,LME-S
mixAK,2,0.68812782324959465,147.42400785713176,NA,NA,183.46492671966553,SCE3,LME-S
mixAK,3,0.6594727644505293,97.0369929555505,NA,NA,258.0460755825043,SCE3,LME-S
mixAK,4,0.6798296982452984,55.12500285986126,NA,NA,330.507080078125,SCE3,LME-S
mixAK,5,0.2351656762577145,68.36156158947837,NA,NA,404.8363742828369,SCE3,LME-S
mixAK,2,0.32344923098252787,221.74607997339348,NA,26681.242456086435,23.751956462860107,SCE2,MICE-CS
mixAK,3,0.23555243709567256,164.91551712683705,NA,26716.09703789335,30.017136812210083,SCE2,MICE-CS
mixAK,4,0.21798926350252903,140.1119541801737,NA,27551.20320888856,37.51112198829651,SCE2,MICE-CS
mixAK,5,0.20647004146743375,109.86607214440713,NA,27494.41008619121,45.61052751541138,SCE2,MICE-CS
mixAK,2,0.791581879866264,122.525618525688,NA,NA,184.5718364715576,SCE3,MICE-CS
mixAK,3,0.7916518712680026,67.30175635482664,NA,NA,259.0652320384979,SCE3,MICE-CS
mixAK,4,0.24219066291787889,47.209007218082675,NA,NA,331.31561851501465,SCE3,MICE-CS
mixAK,5,0.449411376606811,65.15507256435787,NA,NA,405.8359112739563,SCE3,MICE-CS
mixAK,2,0.3234757383966245,224.75136919689717,NA,26611.182523173855,23.446898698806763,SCE2,eCDF-Copula
mixAK,3,0.2940806218154499,169.28963674249383,NA,26599.96952830337,29.854451417922977,SCE2,eCDF-Copula
mixAK,4,0.20868370384095633,147.63644739191307,NA,26572.183668538113,37.38134241104126,SCE2,eCDF-Copula
mixAK,5,0.2026686777106864,110.05691108351432,NA,27456.849547390528,45.447657108306885,SCE2,eCDF-Copula
mixAK,2,0.7738359502609139,125.14113168063092,NA,237826.2909978432,183.84589433670044,SCE3,eCDF-Copula
mixAK,3,0.6054517769030665,85.01372050875301,NA,238156.44726171196,257.33453273773193,SCE3,eCDF-Copula
mixAK,4,0.512868840664303,48.8117805991121,NA,NA,332.44025206565857,SCE3,eCDF-Copula
mixAK,5,0.4963880617662264,69.00699639223271,NA,NA,406.64890575408936,SCE3,eCDF-Copula
