cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.3232651510754929,249.65422802817397,20134.33759920281,NA,67.29554557800293,SCE2,MICE-CS
GBMT,3,0.2659194817479541,180.8635463407562,18368.787706502273,NA,98.19774580001831,SCE2,MICE-CS
GBMT,4,0.2731576776684463,154.94122805988485,17724.11047385334,NA,146.75990295410156,SCE2,MICE-CS
GBMT,5,0.25070971656692254,141.85488868403564,17283.783102121008,NA,201.49785947799683,SCE2,MICE-CS
KML3D,2,0.17500412351826367,343.9366923758464,NA,NA,0.17897629737854004,SCE2,MICE-CS
KML3D,3,0.1823538211095957,246.22092681595404,NA,NA,0.24525976181030273,SCE2,MICE-CS
KML3D,4,0.16531677853884694,198.74462144307608,NA,NA,0.28062009811401367,SCE2,MICE-CS
KML3D,5,0.17317188703487782,160.46532632044458,NA,NA,0.3326599597930908,SCE2,MICE-CS
flexmix,2,0.38298364591803585,275.6981587529656,22480.910403198886,NA,0.32897233963012695,SCE2,MICE-CS
flexmix,3,0.21361980636203814,221.3490629799073,20195.86484842146,NA,0.3739938735961914,SCE2,MICE-CS
flexmix,4,0.16373127730613948,172.10848114152017,19204.126678334895,NA,1.2895617485046387,SCE2,MICE-CS
flexmix,5,0.16285755442929367,146.25766448802466,18766.905457362995,NA,1.0348296165466309,SCE2,MICE-CS
LCMM,2,0.2739144680503902,270.06564119603416,23522.510284621858,NA,9.939929246902466,SCE2,MICE-CS
LCMM,3,0.13559342454722914,334.31830865751186,23396.725102887947,NA,48.53004860877991,SCE2,MICE-CS
LCMM,4,0.14689557894385413,337.6135525307288,23408.70803198222,NA,205.0380721092224,SCE2,MICE-CS
LCMM,5,0.1979460401047574,228.28966998257528,23382.09419578822,NA,128.4172465801239,SCE2,MICE-CS
