cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.40175716848123794,214.50567664818485,21461.736113424282,NA,36.15021896362305,SCE2,MICE-L
GBMT,3,0.3091614649427476,141.834507186736,19802.156070403784,NA,115.7094202041626,SCE2,MICE-L
GBMT,4,0.26249118049682785,126.89673659219487,19048.263693081393,NA,164.64934015274048,SCE2,MICE-L
GBMT,5,0.2077787000565844,111.01397463886828,18660.950624398327,NA,350.9393095970154,SCE2,MICE-L
KML3D,2,0.19658776800528316,289.2551829990023,NA,NA,0.18435931205749512,SCE2,MICE-L
KML3D,3,0.18983546998461498,204.7549616264811,NA,NA,0.22682952880859375,SCE2,MICE-L
KML3D,4,0.18234296805729422,163.66846310063428,NA,NA,0.2859220504760742,SCE2,MICE-L
KML3D,5,0.1748841028943072,133.46901767025366,NA,NA,0.35853004455566406,SCE2,MICE-L
flexmix,2,0.3891584060753384,229.0270977274607,23300.61342898572,NA,0.12763333320617676,SCE2,MICE-L
flexmix,3,0.22908496214341373,172.369769760155,21132.768656609125,NA,0.5307791233062744,SCE2,MICE-L
flexmix,4,0.20690291429003738,140.45105981481592,20213.86946715585,NA,0.592153787612915,SCE2,MICE-L
flexmix,5,0.16543646469724901,122.82217322976771,19899.37447243522,NA,1.2139499187469482,SCE2,MICE-L
LCMM,2,0.3008952128457278,256.29067439849456,24548.341502106898,NA,10.740501403808594,SCE2,MICE-L
LCMM,3,0.14305143357177874,280.18725277635167,24452.786361291208,NA,30.370760679244995,SCE2,MICE-L
LCMM,4,0.1468694525342617,281.7446351321494,24464.7692903852,NA,83.07850575447083,SCE2,MICE-L
LCMM,5,0.1958473314001491,191.1932675611554,24440.51711039358,NA,144.17156410217285,SCE2,MICE-L
