cluster_method,k,ARI,CHI,BIC,PED,Runtime_seconds,scenario,sim_method
GBMT,2,0.6552390480890122,126.5543106095315,242726.58827307765,NA,42.406007289886475,SCE3,LME-S
GBMT,3,0.4662777954875211,103.97168449278924,231767.8725663697,NA,63.60782980918884,SCE3,LME-S
GBMT,4,0.3917762858600028,63.94978590457965,228937.78204780686,NA,139.02107620239258,SCE3,LME-S
GBMT,5,0.3205224405173202,51.54989761008525,225260.0569282523,NA,159.9058129787445,SCE3,LME-S
KML3D,2,0.19221035887300855,113.03119140502402,NA,NA,0.516324520111084,SCE3,LME-S
KML3D,3,0.13909336034994962,72.2583644259951,NA,NA,0.6209807395935059,SCE3,LME-S
KML3D,4,0.13926951295314655,51.74256508466376,NA,NA,0.753260612487793,SCE3,LME-S
KML3D,5,0.1767072281772123,60.76976875008211,NA,NA,0.8276011943817139,SCE3,LME-S
flexmix,2,0.4542630169315413,131.44672975821072,251769.04197343363,NA,0.5577232837677002,SCE3,LME-S
flexmix,3,0.2965521767764743,99.39468710897137,241499.0189660804,NA,2.0966124534606934,SCE3,LME-S
flexmix,4,0.2422515533243134,85.68140067285168,234635.67495011855,NA,1.155242919921875,SCE3,LME-S
flexmix,5,0.20771252172921864,74.53676243828876,231542.68699614969,NA,6.174768686294556,SCE3,LME-S
